#db_name,bmark,map_t,i0,i1,i2,i3,i4,i5,i6,i7,i8,i9
std_rd_cit-Patents,pr,585534,461757993,451315318,453325319,453769932,451412739,454204810,479082352,456006178,456065351,457325961
std_rd_cit-Patents,pr,579299,477002652,457103858,450952817,459659684,453035857,451909760,459562663,450020409,448554322,448617162
std_rd_cit-Patents,pr,580356,415348969,397793547,428148240,467162483,454925181,462447301,454204839,454782995,446378216,456164284
std_rd_cit-Patents,pr,581223,432143454,405226638,408367453,417201473,410065974,427199510,454499106,455341029,448219841,459831874
std_rd_cit-Patents,pr,577953,456717296,453336174,449191555,449880002,443195115,451825705,442032434,451610875,452522199,440297642
std_rd_cit-Patents,pr,579640,438648474,417933995,455460824,445466914,453747232,451976041,449905941,443559800,439421288,467254982
std_rd_cit-Patents,pr,579616,459746553,451540086,444302586,441325233,455957888,451193311,453617707,443761306,439071210,450723981
std_rd_cit-Patents,pr,580644,441450012,404463708,417629469,450407574,455263493,457739508,449057131,463791736,457607572,440096572
std_rd_cit-Patents,pr,579906,447685371,423771280,410727318,421760791,407515829,419512730,439367225,464926119,466507970,450120284
std_rd_cit-Patents,pr,578656,432232487,440108429,452011268,451699212,470021560,455670236,456962517,453134765,453428860,453515201
std_rd_cit-Patents,pr,581678,455317271,427801057,420612386,423533595,451138383,473073762,475397314,474058010,468449196,474075429
std_rd_cit-Patents,pr,601830,441808153,453388252,449070046,458442218,453674871,460339256,438791057,454603830,447715950,440501057
std_rd_cit-Patents,pr,563210,456589861,423653355,423357931,427578992,413808948,426194363,426638173,434892427,418124103,447418531
std_rd_cit-Patents,pr,564121,471886746,422479132,423262024,439438478,429765282,431576730,450143234,478956035,487550224,475126949 
